customer,frequency,recency,monetary_value,R_Quartile,F_Quartile,M_Quartile,RFMClass
13972.0,15,70,190.25,3,4,4,344
13973.0,11,287,264.70000000000005,4,4,4,444
13974.0,28,49,413.5900000000001,2,3,3,233
13975.0,329,31,2461.24,2,1,1,211
13976.0,10,206,357.98,4,4,3,443
13978.0,15,14,196.78999999999994,1,4,4,144
13979.0,54,73,869.8700000000001,3,2,2,322
13980.0,11,60,200.14000000000001,3,4,4,344
13982.0,111,39,1871.8100000000006,2,1,1,211
13983.0,107,29,2603.43,2,1,1,211
13984.0,16,26,920.51,2,4,2,242
13985.0,351,4,7060.13,1,1,1,111
13986.0,13,17,320.46,1,4,3,143
13988.0,234,19,4147.96,2,1,1,211
13989.0,41,65,1266.08,3,3,2,332
13990.0,16,213,311.30000000000007,4,4,3,443
13991.0,81,12,851.88,1,2,2,122
13992.0,5,30,76.8,2,4,4,244
13993.0,121,42,3466.3599999999997,2,1,1,211
13994.0,148,3,2274.1400000000003,1,1,1,111
13995.0,86,15,1393.69,1,2,2,122
13999.0,208,10,3901.81,1,1,1,111
14000.0,15,211,635.66,4,4,3,443
14001.0,39,45,2043.08,2,3,1,231
14002.0,47,134,529.73,3,2,3,323
14004.0,171,43,4582.639999999999,2,1,1,211
14005.0,84,9,2874.72,1,2,1,121
14006.0,30,115,962.1900000000002,3,3,2,332
14009.0,42,198,695.61,4,2,2,422
14012.0,11,277,328.79999999999995,4,4,3,443
14013.0,34,110,473.02,3,3,3,333
14014.0,39,77,505.17999999999995,3,3,3,333
14015.0,20,52,917.34,3,3,2,332
14016.0,161,161,4341.21,4,1,1,411
14019.0,66,46,1421.61,2,2,2,222
14020.0,39,16,642.8000000000002,1,3,3,133
14021.0,22,155,631.9,4,3,3,433
14022.0,28,225,440.00000000000006,4,3,3,433
14023.0,31,7,584.07,1,3,3,133
14024.0,16,121,327.70000000000005,3,4,3,343
14027.0,6,60,104.82000000000001,3,4,4,344
14029.0,15,63,467.6599999999999,3,4,3,343
14030.0,242,18,2358.84,2,1,1,211
14031.0,250,7,17286.86,1,1,1,111
14032.0,143,2,2975.59,1,1,1,111
14034.0,86,22,648.89,2,2,3,223
14035.0,66,28,1428.0200000000002,2,2,2,222
14036.0,38,284,626.65,4,3,3,433
14037.0,28,176,147.2,4,3,4,434
14038.0,92,78,1560.3799999999999,3,2,2,322
14039.0,6,33,152.2,2,4,4,244
14040.0,229,40,3560.32,2,1,1,211
14041.0,21,266,141.41000000000003,4,3,4,434
14044.0,206,26,646.4200000000001,2,1,3,213
14045.0,6,109,1659.75,3,4,1,341
14046.0,13,284,151.59,4,4,4,444
14047.0,32,8,1308.6100000000001,1,3,2,132
14048.0,85,305,409.93000000000006,4,2,3,423
14049.0,478,16,5578.719999999999,1,1,1,111
14050.0,54,31,746.36,2,2,2,222
14051.0,210,0,15610.390000000001,1,1,1,111
14052.0,56,19,225.36,2,2,4,224
14053.0,4,124,260.25,3,4,4,344
14054.0,6,65,92.46000000000001,3,4,4,344
14055.0,10,106,725.64,3,4,2,342
14056.0,1088,1,8152.710000000001,1,1,1,111
14057.0,283,23,6211.66,2,1,1,211
14059.0,8,266,183.60000000000002,4,4,4,444
14060.0,202,4,6140.42,1,1,1,111
14062.0,111,9,10464.85,1,1,1,111
14064.0,77,29,1334.34,2,2,2,222
14066.0,7,266,152.55,4,4,4,444
14067.0,52,63,374.69999999999993,3,2,3,323
14068.0,24,320,265.84999999999997,4,3,4,434
14071.0,321,3,1422.75,1,1,2,112
14073.0,13,32,151.04000000000002,2,4,4,244
14075.0,43,4,942.26,1,2,2,122
14076.0,44,129,118.66999999999999,3,2,4,324
14077.0,42,40,499.42,2,2,3,223
14078.0,65,101,1049.3700000000001,3,2,2,322
14079.0,12,124,375.09999999999997,3,4,3,343
14080.0,4,32,45.599999999999994,2,4,4,244
14081.0,150,302,921.62,4,1,2,412
14082.0,29,364,182.24999999999997,4,3,4,434
14083.0,177,4,1002.9,1,1,2,112
14085.0,448,2,4421.29,1,1,1,111
14087.0,68,2,191.47000000000003,1,2,4,124
14088.0,589,10,50491.81,1,1,1,111
14089.0,13,56,158.75,3,4,4,344
14090.0,1,324,76.32000000000002,4,4,4,444
14092.0,214,7,4076.91,1,1,1,111
14093.0,100,12,433.86000000000007,1,1,3,113
14096.0,5095,4,53258.42999999999,1,1,1,111
14098.0,21,36,147.34999999999997,2,3,4,234
14099.0,250,16,3104.17,1,1,1,111
14100.0,25,137,191.95,3,3,4,334
14101.0,35,73,5976.790000000001,3,3,1,331
14102.0,58,5,1105.8799999999999,1,2,2,122
14104.0,21,154,216.21,4,3,4,434
14105.0,74,239,1266.23,4,2,2,422
14107.0,123,51,2703.2300000000005,3,1,1,311
14108.0,34,30,597.91,2,3,3,233
14109.0,9,72,144.20000000000002,3,4,4,344
14110.0,156,3,5683.150000000001,1,1,1,111
14111.0,10,14,692.8499999999999,1,4,2,142
14112.0,160,22,2915.1500000000005,2,1,1,211
14113.0,34,3,1840.42,1,3,1,131
14114.0,15,273,386.53,4,4,3,443
14116.0,72,19,1382.74,2,2,2,222
14117.0,3,143,90.0,4,4,4,444
14121.0,159,3,2780.1499999999996,1,1,1,111
14124.0,5,84,419.58,3,4,3,343
14125.0,166,10,2720.63,1,1,1,111
14126.0,15,7,706.1300000000003,1,4,2,142
14127.0,44,122,709.7099999999999,3,2,2,322
14128.0,46,60,637.5,3,2,3,323
14129.0,52,1,1123.8600000000001,1,2,2,122
14130.0,66,319,480.90999999999997,4,2,3,423
14132.0,200,2,3586.03,1,1,1,111
14133.0,28,129,605.64,3,3,3,333
14135.0,134,1,4690.3099999999995,1,1,1,111
14138.0,46,1,965.8800000000001,1,2,2,122
14139.0,26,46,415.81999999999994,2,3,3,233
14140.0,66,3,935.05,1,2,2,122
14141.0,40,2,915.1300000000001,1,3,2,132
14142.0,22,373,311.81000000000006,4,3,3,433
14143.0,7,133,115.8,3,4,4,344
14145.0,11,46,3742.2,2,4,1,241
14146.0,210,8,4191.0,1,1,1,111
14147.0,5,78,483.4,3,4,3,343
14148.0,3,233,157.2,4,4,4,444
14149.0,28,220,446.6200000000001,4,3,3,433
14150.0,26,35,658.6400000000001,2,3,3,233
14152.0,49,75,621.2900000000001,3,2,3,323
14154.0,52,239,1345.6200000000001,4,2,2,422
14155.0,6,266,118.75,4,4,4,444
14156.0,1395,9,117210.08000000002,1,1,1,111
14157.0,46,19,424.88999999999993,2,2,3,223
14158.0,41,40,507.65999999999997,2,3,3,233
14159.0,1174,19,4627.98,2,1,1,211
14161.0,104,215,1097.62,4,1,2,412
14162.0,25,173,289.35999999999996,4,3,4,434
14163.0,52,87,2445.9100000000008,3,2,1,321
14164.0,29,70,1631.77,3,3,1,331
14165.0,24,275,120.44,4,3,4,434
14167.0,50,39,562.5899999999999,2,2,3,223
14171.0,58,98,363.78999999999996,3,2,3,323
14173.0,29,10,450.84,1,3,3,133
14174.0,26,33,134.46,2,3,4,234
14175.0,149,59,3222.3,3,1,1,311
14176.0,31,297,576.9000000000001,4,3,3,433
14177.0,41,86,549.46,3,3,3,333
14178.0,316,8,1580.26,1,1,2,112
14179.0,157,40,701.5700000000002,2,1,2,212
14180.0,240,10,4748.5199999999995,1,1,1,111
14184.0,24,66,452.89000000000004,3,3,3,333
14185.0,3,331,197.65,4,4,4,444
14188.0,65,30,2054.36,2,2,1,221
14189.0,265,2,4654.08,1,1,1,111
14191.0,259,1,4684.76,1,1,1,111
14193.0,42,67,853.39,3,2,2,322
14194.0,579,4,11349.52,1,1,1,111
14195.0,7,201,1011.9999999999998,4,4,2,442
14196.0,6,106,335.5199999999999,3,4,3,343
14198.0,39,18,701.4,2,3,2,232
14199.0,2,218,185.39999999999998,4,4,4,444
14201.0,37,60,747.4399999999999,3,3,2,332
14204.0,39,2,150.60999999999999,1,3,4,134
14205.0,24,16,466.7,1,3,3,133
14206.0,20,239,328.15999999999997,4,3,3,433
14208.0,10,94,151.73999999999998,3,4,4,344
14209.0,87,10,2073.43,1,2,1,121
14210.0,102,105,1905.8400000000008,3,1,1,311
14211.0,112,53,2241.1000000000004,3,1,1,311
14212.0,9,89,1070.48,3,4,2,342
14214.0,67,30,1004.38,2,2,2,222
14215.0,108,11,1789.7200000000003,1,1,1,111
14216.0,59,3,1839.2999999999997,1,2,1,121
14217.0,100,1,2004.9800000000005,1,1,1,111
14218.0,12,42,169.48000000000005,2,4,4,244
14219.0,7,4,89.94,1,4,4,144
14220.0,21,247,632.4000000000002,4,3,3,433
14221.0,193,42,3432.7999999999997,2,1,1,211
14222.0,41,177,683.1700000000001,4,3,2,432
14223.0,60,92,991.13,3,2,2,322
14224.0,113,110,1009.73,3,1,2,312
14226.0,66,28,2214.79,2,2,1,221
14227.0,175,26,3350.9600000000005,2,1,1,211
14229.0,40,51,1547.1999999999998,3,3,2,332
14231.0,50,183,925.7099999999999,4,2,2,422
14232.0,115,42,2048.07,2,1,1,211
14233.0,35,49,1462.7199999999998,2,3,2,232
14234.0,147,22,754.12,2,1,2,212
14235.0,79,75,3144.86,3,2,1,321
14236.0,15,80,490.85999999999996,3,4,3,343
14237.0,9,373,161.0,4,4,4,444
14238.0,8,326,146.85,4,4,4,444
14239.0,112,43,2380.8500000000004,2,1,1,211
14240.0,42,30,890.3399999999999,2,2,2,222
14241.0,10,183,213.70000000000002,4,4,4,444
14242.0,16,234,280.55,4,4,4,444
14243.0,141,8,2588.7700000000004,1,1,1,111
14245.0,108,219,1693.4500000000003,4,1,1,411
14246.0,75,110,1474.0600000000004,3,2,2,322
14247.0,20,278,136.76999999999998,4,3,4,434
14248.0,8,318,302.58000000000004,4,4,4,444
14250.0,111,7,1904.0499999999997,1,1,1,111
14251.0,78,1,2879.699999999999,1,2,1,121
14256.0,53,260,969.0600000000001,4,2,2,422
14257.0,106,64,3099.72,3,1,1,311
14258.0,111,9,12669.979999999998,1,1,1,111
14259.0,5,141,120.0,3,4,4,344
14261.0,52,50,1163.45,2,2,2,222
14262.0,143,8,2618.2300000000005,1,1,1,111
14264.0,17,154,333.97,4,4,3,443
14265.0,31,109,530.1800000000001,3,3,3,333
14267.0,55,162,1516.24,4,2,2,422
14270.0,29,331,492.65,4,3,3,433
14271.0,10,225,112.32000000000002,4,4,4,444
14272.0,33,73,437.96000000000004,3,3,3,333
14273.0,29,51,559.97,3,3,3,333
14276.0,64,98,1119.74,3,2,2,322
14277.0,221,15,4152.0,1,1,1,111
14280.0,8,196,134.04,4,4,4,444
14282.0,154,3,3701.44,1,1,1,111
14284.0,32,30,595.25,2,3,3,233
14285.0,27,21,1910.0100000000004,2,3,1,231
14286.0,280,23,4628.75,2,1,1,211
14287.0,9,8,176.63,1,4,4,144
14288.0,16,213,426.6,4,4,3,443
14289.0,47,8,911.26,1,2,2,122
14290.0,101,11,2314.65,1,1,1,111
14291.0,237,1,3883.25,1,1,1,111
14292.0,100,7,4871.929999999999,1,1,1,111
14293.0,61,3,1046.5600000000002,1,2,2,122
14295.0,5,40,166.20000000000005,2,4,4,244
14297.0,62,17,1305.3299999999995,1,2,2,122
14298.0,1637,8,51527.3,1,1,1,111
14299.0,143,8,3965.620000000001,1,1,1,111
14300.0,3,18,43.2,2,4,4,244
14301.0,13,117,640.14,3,4,3,343
14304.0,17,222,383.45,4,4,3,443
14305.0,105,71,1858.96,3,1,1,311
14306.0,33,51,2093.32,3,3,1,331
14307.0,180,88,2995.7200000000003,3,1,1,311
14309.0,117,8,2352.5300000000007,1,1,1,111
14311.0,20,242,310.26,4,3,3,433
14312.0,87,46,1611.5900000000001,2,2,2,222
14314.0,8,106,119.99999999999999,3,4,4,344
14315.0,101,44,2481.1299999999997,2,1,1,211
14317.0,24,64,508.58000000000004,3,3,3,333
14320.0,31,206,477.7900000000001,4,3,3,433
14321.0,123,10,1530.7500000000002,1,1,2,112
14323.0,36,114,605.0600000000001,3,3,3,333
14326.0,8,242,183.85000000000002,4,4,4,444
14327.0,12,163,311.6500000000001,4,4,3,443
14329.0,258,17,4975.240000000001,1,1,1,111
14331.0,28,124,462.6600000000001,3,3,3,333
14332.0,25,22,840.2100000000002,2,3,2,232
14333.0,15,67,415.2,3,4,3,343
14334.0,162,16,2552.21,1,1,1,111
14335.0,60,16,454.85999999999996,1,2,3,123
14336.0,90,16,1614.9100000000003,1,2,2,122
14338.0,31,161,588.22,4,3,3,433
14339.0,14,242,309.52000000000004,4,4,3,443
14340.0,6,218,134.70000000000002,4,4,4,444
14341.0,128,45,2166.9800000000005,2,1,1,211
14342.0,21,21,668.5600000000001,2,3,2,232
14344.0,71,127,889.9300000000002,3,2,2,322
14345.0,6,38,108.97999999999999,2,4,4,244
14346.0,60,120,1021.58,3,2,2,322
14348.0,18,260,409.57000000000005,4,3,3,433
14349.0,31,10,133.5,1,3,4,134
14350.0,18,274,282.93,4,3,4,434
14351.0,1,164,51.0,4,4,4,444
14352.0,47,157,1078.9600000000003,4,2,2,422
14353.0,6,215,90.60000000000001,4,4,4,444
14354.0,9,5,163.61999999999998,1,4,4,144
14355.0,11,365,174.4,4,4,4,444
14356.0,33,79,701.23,3,3,2,332
14357.0,40,43,225.11999999999998,2,3,4,234
14359.0,55,19,912.1800000000001,2,2,2,222
14360.0,117,31,2118.0300000000007,2,1,1,211
14362.0,37,22,151.49999999999997,2,3,4,234
14364.0,69,108,3717.35,3,2,1,321
14367.0,521,8,9227.82,1,1,1,111
14368.0,8,319,155.0,4,4,4,444
14371.0,4,295,100.5,4,4,4,444
14373.0,4,358,76.55,4,4,4,444
14375.0,66,185,235.56,4,2,4,424
14377.0,11,191,617.0500000000001,4,4,3,443
14379.0,46,44,348.09999999999997,2,2,3,223
14381.0,56,52,202.68,3,2,4,324
14382.0,126,26,615.49,2,1,3,213
14383.0,59,38,1247.69,2,2,2,222
14385.0,14,9,202.10999999999999,1,4,4,144
14386.0,7,296,142.4,4,4,4,444
14387.0,139,32,1727.6000000000001,2,1,1,211
14388.0,186,10,3212.84,1,1,1,111
14389.0,45,65,1043.46,3,2,2,322
14390.0,284,10,4642.570000000001,1,1,1,111
14393.0,5,218,67.95,4,4,4,444
14395.0,348,2,3479.9100000000003,1,1,1,111
14396.0,73,65,487.99,3,2,3,323
14397.0,87,2,2612.9600000000005,1,2,1,121
14400.0,25,149,574.7,4,3,3,433
14401.0,182,4,4051.4800000000005,1,1,1,111
14403.0,20,130,1475.81,3,3,2,332
14404.0,100,33,1449.3200000000002,2,1,2,212
14406.0,8,119,156.75,3,4,4,344
14407.0,72,107,2142.73,3,2,1,321
14408.0,106,10,2599.0299999999997,1,1,1,111
14409.0,54,71,2059.4500000000003,3,2,1,321
14410.0,189,92,1099.27,3,1,2,312
14411.0,14,310,1062.9999999999998,4,4,2,442
14412.0,43,42,770.03,2,2,2,222
14413.0,22,362,121.05000000000003,4,3,4,434
14414.0,97,91,1496.98,3,2,2,322
14415.0,579,1,5855.570000000001,1,1,1,111
14416.0,14,22,490.2200000000001,2,4,3,243
14418.0,124,3,1937.25,1,1,1,111
14419.0,202,10,1051.79,1,1,2,112
14420.0,29,99,387.52000000000004,3,3,3,333
14421.0,27,57,813.1100000000001,3,3,2,332
14422.0,222,0,4263.64,1,1,1,111
14423.0,3,218,265.2,4,4,4,444
14424.0,1,17,322.08,1,4,3,143
14426.0,224,23,4481.67,2,1,1,211
14427.0,17,50,363.34000000000003,2,4,3,243
14428.0,137,7,1224.06,1,1,2,112
14431.0,17,302,470.36,4,4,3,443
14432.0,377,9,2248.5,1,1,1,111
14434.0,12,21,1372.7999999999997,2,4,2,242
14436.0,9,98,89.06,3,4,4,344
14437.0,5,365,63.0,4,4,4,444
14438.0,9,306,131.9,4,4,4,444
14439.0,32,319,2661.24,4,3,1,431
14440.0,55,8,2357.68,1,2,1,121
14441.0,51,0,1712.8900000000003,1,2,1,121
14442.0,63,204,1589.8200000000004,4,2,2,422
14443.0,93,53,1420.2,3,2,2,322
14446.0,276,0,1005.5500000000001,1,1,2,112
14447.0,70,18,1163.2299999999998,2,2,2,222
14448.0,20,9,375.35,1,3,3,133
14449.0,250,18,885.8,2,1,2,212
14450.0,40,180,483.25,4,3,3,433
14451.0,105,60,643.9000000000001,3,1,3,313
14452.0,60,10,259.05,1,2,4,124
14453.0,22,190,119.93000000000002,4,3,4,434
14456.0,945,5,3014.32,1,1,1,111
14457.0,4,310,113.64,4,4,4,444
14459.0,37,155,1837.92,4,3,1,431
14460.0,16,110,434.34000000000003,3,4,3,343
14461.0,179,148,2102.67,4,1,1,411
14462.0,232,66,1975.5700000000002,3,1,1,311
14463.0,6,98,529.6200000000001,3,4,3,343
14465.0,123,246,1038.4399999999998,4,1,2,412
14466.0,72,29,2272.4,2,2,1,221
14467.0,89,17,596.2600000000001,1,2,3,123
14470.0,43,11,461.19,1,2,3,123
14472.0,265,103,1852.67,3,1,1,311
14473.0,7,74,234.34000000000003,3,4,4,344
14474.0,29,46,547.66,2,3,3,233
14475.0,42,71,925.85,3,2,2,322
14476.0,17,257,193.0,4,4,4,444
14477.0,10,19,1309.6,2,4,2,242
14479.0,18,253,316.25,4,3,3,433
14480.0,13,11,279.05000000000007,1,4,4,144
14481.0,30,164,636.5100000000001,4,3,3,433
14482.0,137,18,2022.81,2,1,1,211
14483.0,9,281,137.1,4,4,4,444
14484.0,14,50,321.91999999999996,2,4,3,243
14485.0,46,38,162.79999999999998,2,2,4,224
14487.0,140,26,1165.48,2,1,2,212
14488.0,46,67,1064.28,3,2,2,322
14489.0,30,207,463.38,4,3,3,433
14491.0,17,175,340.92999999999995,4,4,3,443
14493.0,120,7,2383.2400000000002,1,1,1,111
14494.0,7,25,139.56,2,4,4,244
14495.0,6,50,123.8,2,4,4,244
14496.0,19,311,538.8100000000001,4,3,3,433
14497.0,29,309,475.36999999999995,4,3,3,433
14498.0,193,42,1957.3199999999997,2,1,1,211
14499.0,190,26,808.44,2,1,2,212
14500.0,7,88,356.84999999999997,3,4,3,343
14501.0,10,183,251.21000000000004,4,4,4,444
14502.0,607,19,2426.79,2,1,1,211
14503.0,164,3,3543.26,1,1,1,111
14504.0,107,47,673.2600000000001,2,1,2,212
14505.0,785,17,5859.43,1,1,1,111
14506.0,295,17,1960.65,1,1,1,111
14507.0,95,23,1367.8799999999999,2,2,2,222
14508.0,55,22,268.05,2,2,4,224
14511.0,68,11,1314.8100000000004,1,2,2,122
14512.0,23,187,275.28,4,3,4,434
14513.0,12,100,455.59,3,4,3,343
14514.0,69,61,990.2000000000003,3,2,2,322
14515.0,98,17,2076.89,1,2,1,121
14517.0,18,33,330.44999999999993,2,3,3,233
14518.0,16,64,174.37,3,4,4,344
14520.0,4,1,270.6,1,4,4,144
14522.0,17,24,974.54,2,4,2,242
14523.0,12,108,241.09000000000003,3,4,4,344
14524.0,197,31,1843.83,2,1,1,211
14525.0,282,19,4215.9,2,1,1,211
14527.0,970,2,8506.130000000001,1,1,1,111
14528.0,18,37,364.21999999999997,2,3,3,233
14529.0,213,60,578.6099999999999,3,1,3,313
14530.0,213,25,2862.1100000000006,2,1,1,211
14532.0,64,236,932.8500000000001,4,2,2,422
14533.0,62,24,1949.72,2,2,1,221
14534.0,507,2,4395.65,1,1,1,111
14535.0,328,60,2854.84,3,1,1,311
14536.0,18,259,170.95,4,3,4,434
14537.0,10,57,355.56,3,4,3,343
14538.0,19,64,388.25,3,3,3,333
14539.0,32,15,537.48,1,3,3,133
14540.0,71,9,952.6600000000001,1,2,2,122
14541.0,105,58,1453.3500000000001,3,1,2,312
14542.0,5,185,103.25,4,4,4,444
14543.0,68,28,3560.08,2,2,1,221
14544.0,111,24,2004.3000000000006,2,1,1,211
14546.0,397,5,2573.9300000000003,1,1,1,111
14547.0,355,3,3974.75,1,1,1,111
14548.0,4,150,652.8000000000001,4,4,3,443
14549.0,56,311,289.24,4,2,4,424
14550.0,47,10,757.3700000000001,1,2,2,122
14551.0,10,18,186.23000000000002,2,4,4,244
14552.0,57,151,164.22,4,2,4,424
14553.0,113,19,859.2700000000001,2,1,2,212
14554.0,203,10,2279.49,1,1,1,111
14555.0,19,57,312.54,3,3,3,333
14557.0,16,85,788.38,3,4,2,342
14560.0,74,7,2237.77,1,2,1,121
14561.0,69,75,1080.7600000000002,3,2,2,322
14562.0,419,3,5006.77,1,1,1,111
14565.0,127,95,3099.1200000000003,3,1,1,311
14566.0,4,110,1432.0,3,4,2,342
14567.0,33,56,1530.3600000000001,3,3,2,332
14569.0,12,1,227.39,1,4,4,144
14570.0,28,280,217.20999999999998,4,3,4,434
14572.0,262,3,2804.54,1,1,1,111
14573.0,227,179,1639.8200000000002,4,1,1,411
14576.0,1,372,35.40000000000001,4,4,4,444
14577.0,123,12,859.7100000000002,1,1,2,112
14578.0,24,3,168.63,1,3,4,134
14581.0,17,16,138.6,1,4,4,144
14582.0,6,40,114.11000000000001,2,4,4,244
14583.0,302,5,986.9599999999999,1,1,2,112
14584.0,98,169,1033.0600000000002,4,2,2,422
14585.0,29,50,157.04999999999998,2,3,4,234
14586.0,19,276,237.35999999999999,4,3,4,434
14587.0,371,18,1580.29,2,1,2,212
14589.0,3,371,39.75,4,4,4,444
14591.0,176,15,1320.21,1,1,2,112
14592.0,158,35,557.94,2,1,3,213
14593.0,151,21,617.1500000000001,2,1,3,213
14594.0,52,7,363.33,1,2,3,123
14595.0,102,19,1740.6000000000004,2,1,1,211
14597.0,47,11,866.2400000000001,1,2,2,122
14598.0,50,44,221.97,2,2,4,224
14600.0,25,305,393.33,4,3,3,433
14601.0,7,10,213.96,1,4,4,144
14603.0,2,274,660.0,4,4,3,443
14606.0,2674,1,11926.150000000001,1,1,1,111
14607.0,78,15,15021.5,1,2,1,121
14608.0,20,4,1785.1499999999999,1,3,1,131
14609.0,4,72,601.56,3,4,3,343
14616.0,3,242,406.08,4,4,3,443
14618.0,16,9,553.44,1,4,3,143
14619.0,20,245,394.44000000000005,4,3,3,433
14620.0,26,205,412.78,4,3,3,433
14621.0,92,1,1788.3600000000001,1,2,1,121
14622.0,21,184,320.58,4,3,3,433
14623.0,132,32,882.02,2,1,2,212
14624.0,13,57,225.85,3,4,4,344
14625.0,53,196,899.63,4,2,2,422
14626.0,122,23,2791.2700000000004,2,1,1,211
14628.0,24,91,671.96,3,3,2,332
14629.0,150,4,955.26,1,1,2,112
14631.0,41,50,1006.9799999999999,2,3,2,232
14632.0,8,262,114.56,4,4,4,444
14633.0,20,266,344.90000000000003,4,3,3,433
14636.0,28,36,609.85,2,3,3,233
14638.0,16,50,443.6,2,4,3,243
14639.0,172,52,2984.4900000000002,3,1,1,311
14640.0,105,24,2107.38,2,1,1,211
14641.0,7,21,110.46,2,4,4,244
14642.0,2,58,96.12000000000002,3,4,4,344
14643.0,31,170,693.8100000000001,4,3,2,432
14644.0,26,67,830.76,3,3,2,332
14645.0,30,156,597.09,4,3,3,433
14646.0,2064,1,279138.02,1,1,1,111
14647.0,28,201,236.04000000000002,4,3,4,434
14649.0,186,4,1402.59,1,1,2,112
14651.0,101,67,653.7500000000001,3,1,3,313
14652.0,29,77,114.17999999999999,3,3,4,334
14653.0,233,1,1916.7000000000003,1,1,1,111
14655.0,49,8,1932.2300000000002,1,2,1,121
14656.0,80,169,291.05,4,2,4,424
14657.0,126,17,848.2200000000003,1,1,2,112
14658.0,29,5,247.14999999999995,1,3,4,134
14659.0,253,8,2529.9300000000003,1,1,1,111
14660.0,30,86,285.74,3,3,4,334
14661.0,4,26,107.95,2,4,4,244
14662.0,157,28,741.37,2,1,2,212
14664.0,98,19,636.2399999999999,2,2,3,223
14665.0,90,60,1835.7,3,2,1,321
14666.0,13,24,179.95000000000002,2,4,4,244
14667.0,566,10,9170.79,1,1,1,111
14669.0,166,241,1259.2400000000002,4,1,2,412
14670.0,123,280,392.86,4,1,3,413
14672.0,61,234,765.5500000000002,4,2,2,422
14673.0,74,3,1736.4,1,2,1,121
14675.0,97,16,596.3600000000001,1,2,3,123
14676.0,42,31,2548.24,2,2,1,221
14680.0,258,25,28754.109999999997,2,1,1,211
14681.0,7,71,498.95,3,4,3,343
14682.0,2,187,52.00000000000001,4,4,4,444
14684.0,390,25,1201.51,2,1,2,212
14687.0,15,106,628.38,3,4,3,343
14688.0,324,7,5579.1,1,1,1,111
14689.0,13,208,112.80000000000003,4,4,4,444
14690.0,48,44,355.05000000000007,2,2,3,223
14691.0,71,30,2114.33,2,2,1,221
14692.0,68,137,591.5500000000002,3,2,3,323
14693.0,8,264,172.9,4,4,4,444
14696.0,130,4,2078.9500000000003,1,1,1,111
14697.0,22,218,188.60999999999996,4,3,4,434
14698.0,200,1,1217.27,1,1,2,112
14699.0,8,214,109.13000000000001,4,4,4,444
14700.0,112,32,2195.1,2,1,1,211
14701.0,327,10,2526.09,1,1,1,111
14702.0,342,1,3251.79,1,1,1,111
14703.0,22,14,318.17,1,3,3,133
14704.0,390,19,1461.62,2,1,2,212
14705.0,1,198,179.0,4,4,4,444
14708.0,28,2,1126.37,1,3,2,132
14709.0,196,15,4921.040000000001,1,1,1,111
14710.0,136,14,599.48,1,1,3,113
14711.0,345,10,2839.62,1,1,1,111
14712.0,25,29,917.07,2,3,2,232
14713.0,338,9,2662.2,1,1,1,111
14714.0,10,24,160.19,2,4,4,244
14715.0,71,24,867.3800000000002,2,2,2,222
14716.0,51,43,307.51,2,2,3,223
14719.0,235,1,1581.8400000000001,1,1,2,112
14720.0,37,5,663.8100000000001,1,3,2,132
14722.0,28,147,180.41999999999996,4,3,4,434
14723.0,258,10,1120.66,1,1,2,112
14725.0,47,24,655.58,2,2,3,223
14727.0,10,274,268.58,4,4,4,444
14729.0,71,373,313.49,4,2,3,423
14730.0,462,1,1897.5700000000002,1,1,1,111
14731.0,45,47,380.02,2,2,3,223
14732.0,147,8,2702.4900000000002,1,1,1,111
14733.0,202,16,9585.91,1,1,1,111
14735.0,193,3,6050.69,1,1,1,111
14737.0,17,3,1164.55,1,4,2,142
14738.0,54,42,1314.45,2,2,2,222
14739.0,60,4,3902.2799999999997,1,2,1,121
14740.0,89,197,1448.21,4,2,2,422
14741.0,59,11,1400.3400000000001,1,2,2,122
14744.0,26,16,1099.98,1,3,2,132
14745.0,69,112,1220.26,3,2,2,322
14747.0,18,249,328.19999999999993,4,3,3,433
14748.0,89,29,1415.75,2,2,2,222
14752.0,5,43,389.64000000000004,2,4,3,243
14753.0,30,87,563.1500000000001,3,3,3,333
14754.0,41,44,638.05,2,3,3,233
14755.0,235,9,5010.28,1,1,1,111
14756.0,38,15,738.9599999999999,1,3,2,132
14757.0,19,75,420.5,3,3,3,333
14758.0,71,144,1484.0600000000006,4,2,2,422
14759.0,102,4,1625.9700000000003,1,1,2,112
14760.0,5,297,89.2,4,4,4,444
14761.0,11,58,255.90000000000006,3,4,4,344
14762.0,21,263,300.52,4,3,4,434
14764.0,6,46,278.3,2,4,4,244
14765.0,39,29,254.10999999999996,2,3,4,234
14766.0,135,8,2473.37,1,1,1,111
14768.0,5,17,192.60000000000005,1,4,4,144
14769.0,1061,2,10415.33,1,1,1,111
14770.0,52,232,876.42,4,2,2,422
14772.0,9,112,139.26,3,4,4,344
14775.0,60,58,1011.9,3,2,2,322
14776.0,117,51,2538.2999999999997,3,1,1,311
14778.0,35,127,730.86,3,3,2,332
14779.0,41,280,386.15000000000003,4,3,3,433
14780.0,27,54,447.68,3,3,3,333
14782.0,6,319,200.10000000000005,4,4,4,444
14784.0,15,26,289.99,2,4,4,244
14785.0,3,10,77.4,1,4,4,144
14788.0,30,7,679.4399999999999,1,3,2,132
14789.0,6,28,197.64000000000001,2,4,4,244
14790.0,46,16,745.0600000000002,1,2,2,122
14792.0,2,63,6.2,3,4,4,344
14793.0,14,21,228.99000000000004,2,4,4,244
14794.0,80,2,1319.9099999999999,1,2,2,122
